JDayMod,124Langes,1427Bath,241VKLake,398Snow,526Stumpy,554Columbia,683Boston,970Fitzwater,Average
3015,19,-56,7,0,-27,-3,14,12,-4
3016,17,11,9,8,-19,5,2,13,6
3017,16,11,8,3,-26,-1,16,14,5
3018,16,3,8,2,-26,-2,16,15,4
3019,15,-8,7,1,-23,-1,15,12,2
3020,16,-25,7,0,-27,-4,15,12,-1
3021,15,-39,6,-16,-29,-5,14,12,-5
3022,17,-53,6,0,-30,-2,14,12,-4
3023,19,-64,8,1,-29,-4,14,16,-5
3024,17,-72,8,1,-26,0,15,8,-6
3025,17,-75,7,-16,-26,3,15,-1,-10
3026,17,-77,7,-16,-27,5,14,-7,-10
3027,16,-80,7,-16,-28,2,14,-1,-11
3028,16,6,10,12,-16,6,7,16,7
3029,16,5,8,4,-22,1,0,6,2
3030,17,3,8,3,-22,1,17,15,5
3031,19,17,8,4,-23,-1,16,13,7
3032,20,13,7,2,-26,0,16,13,6
3033,18,6,7,0,-28,1,15,8,3
3034,19,-3,8,1,-28,0,15,8,2
3035,19,-34,7,0,-26,0,15,4,-2
3036,17,-51,8,0,-24,-1,15,2,-4
3037,18,-59,9,3,-18,2,17,10,-2
3038,19,-67,8,1,-22,2,16,0,-5
3039,19,-73,7,1,-24,-1,16,-2,-7
3040,17,-75,8,0,-22,-2,16,-2,-8
3041,19,-76,7,1,-23,0,16,-6,-8
3042,22,-77,7,0,-24,-2,16,-8,-8
3043,23,-78,7,0,-24,-3,16,-15,-9
3044,22,-95,8,0,-25,-5,16,-21,-12
3045,22,-105,8,0,-24,-2,17,-24,-14
3046,21,-102,9,4,-20,0,1,-1,-11
3047,21,-103,8,2,-22,0,1,-14,-13
3048,24,-105,8,2,-22,-1,1,-20,-14
3049,22,-106,8,2,-23,0,0,-24,-15
3050,24,-108,7,1,-28,-3,17,-29,-15
3051,24,-109,8,2,-29,-2,16,-32,-15
3052,22,-111,8,2,-28,2,16,-36,-16
3053,21,-112,7,2,-28,5,16,-37,-16
3054,21,-113,8,3,-27,-3,15,-42,-17
3055,22,-113,10,4,-20,-3,16,-44,-16
3056,22,-96,10,6,-20,-2,3,-10,-11
3057,21,-94,10,7,-19,-4,3,3,-9
3058,21,-95,9,5,-20,-2,3,-7,-11
3059,20,-96,9,4,-22,3,2,-15,-12
3060,20,-99,8,2,-24,8,1,-24,-14
3061,-9999,-103,8,3,-27,8,1,-29,-20
3062,-9999,-95,11,8,-16,8,2,-4,-12
3063,-9999,-102,10,3,-22,-9,1,-20,-20
3064,-9999,-96,10,8,-16,-2,2,-4,-14
3065,-9999,-92,10,13,-16,-2,7,8,-10
3066,-9999,-92,9,7,-21,-6,4,-9,-15
3067,-9999,-93,9,6,-24,-3,3,-20,-17
3068,-9999,-96,8,5,-27,4,2,-29,-19
3069,-9999,-97,9,6,-22,3,2,-33,-19
3070,-9999,-104,8,7,-26,6,1,-38,-21
3071,-9999,-108,8,6,-30,8,0,-49,-24
3072,-9999,-112,8,4,-32,9,16,-57,-23
3073,-9999,-116,8,4,-32,9,16,-63,-25
3074,-9999,-119,8,8,-27,12,15,-70,-25
3075,-9999,-9999,8,10,-9999,4,15,-72,-7
3076,-9999,-9999,8,6,-9999,-7,13,-75,-11
3077,-9999,-9999,10,6,-9999,-6,16,-82,-11
3078,-9999,-9999,8,-9999,-9999,-9999,14,-9999,11
3079,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0
